era,region,"name","epithet",scale,wealth,culture,knowledge,might,"tagline"
early20,SAS,"Lahore","Punjab",56,56,70,64,52,"Mughal gardens, Victorian colleges, Kipling's first beat."
early20,MEC,"Baghdad","Hashemite",50,54,56,54,54,"A new kingdom seated in the old round city."
early20,MEC,"Jerusalem","Mandate",40,44,74,66,44,"Three faiths under one tired mandate."
early20,NAF,"Casablanca","Protectorate",54,64,52,44,48,"France built the port; the movies built the myth."
early20,WAF,"Ibadan","Seven Hills",58,46,48,52,46,"Brown roofs over seven hills, and West Africa's biggest city."
postwar,CN,"Beijing","Red Capital",86,60,72,78,92,"A sea of bicycles around the Forbidden City."
postwar,SAS,"Delhi","Partition",84,64,70,68,76,"A refugee influx doubled it; ambition did the rest."
postwar,SEA,"Manila","Pearl of the Orient",76,62,70,58,52,"Jeepneys and karaoke at full volume."
postwar,MEC,"Istanbul","Gecekondu",82,68,74,64,68,"Anatolia moved in, a million roofs at a time."
postwar,MEC,"Kuwait City","Oil Boom",42,88,44,52,42,"Oil turned a pearling port into a welfare state."
postwar,WAF,"Accra","Independence",52,52,66,58,52,"The first colony free; the whole continent watched."
postwar,EAF,"Dar es Salaam","Haven of Peace",50,46,58,52,48,"Haven of peace, host of liberation movements."
contemporary,MEC,"Doha","Gas Boom",50,92,58,64,52,"Gas wealth buying a seat at every table."
contemporary,EAF,"Kigali","Renewal",44,48,52,56,58,"The tidiest streets and boldest plans on the continent."
ancient,WE,"London","Londinium",38,46,40,38,52,"A bridge, a fort, and a forum at the empire's edge."
ancient,WE,"Trier","Augusta Treverorum",44,50,52,48,64,"Rome's capital north of the Alps."
ancient,WAF,"Dhar Tichitt","Saharan",28,32,34,30,34,"Stone villages at the Sahara's green edge, before the desert won."
medieval,CEE,"Kyiv","Kievan Rus",58,64,68,60,68,"Golden domes above the Dnipro; mother of Rus cities."
medieval,WAF,"Koumbi Saleh","Ghana Empire",44,62,46,44,56,"Gold traded for salt, weight for weight."
medieval,NAM,"Chaco Canyon","Ancestral Pueblo",38,40,52,58,40,"Great houses aligned to sun and moon in a desert canyon."
renaissance,CEE,"Prague","Charles IV",52,58,72,76,58,"An emperor's university on the Vltava."
renaissance,CEE,"Kraków","Jagiellonian",48,58,70,74,56,"Copernicus took notes in its lecture halls."
renaissance,NAF,"Fez","Marinid",54,64,74,80,56,"Madrasas tiled like jewel boxes."
renaissance,EAF,"Khami","Torwa",34,50,42,36,46,"Heir to Great Zimbabwe's stonecraft."
early20,SEU,"Barcelona","Modernisme",62,66,82,64,50,"Gaudí's scaffolding over a restless port."
postwar,NAF,"Algiers","Independence",56,52,62,50,60,"The casbah outlasted an empire."
contemporary,NAF,"Casablanca","Financial Hub",62,72,58,56,52,"North Africa's boardroom."
ancient,WE,"Lyon","Lugdunum",44,52,48,46,58,"Capital of Roman Gaul, where rivers and roads met."
ancient,WE,"Cádiz","Gadir",30,58,40,42,40,"Phoenician traders built it while Rome was still a village."
ancient,MEC,"Nineveh","Assyrian",70,66,62,72,88,"Sennacherib's monstrous capital, library and all."
ancient,MEC,"Petra","Nabataean",38,72,60,52,46,"Carved from rose rock, rich on the incense road."
ancient,NAF,"Thebes","Egyptian",58,62,80,70,62,"Hundred-gated city of Amun and the Valley of the Kings."
ancient,NAF,"Cyrene","Greek Libya",40,56,62,72,42,"Philosophers, fine horses, and a miracle herb."
ancient,WAF,"Nok","Terracotta",24,30,50,38,26,"Faces in terracotta, two thousand years before the bronzes."
ancient,WAF,"Garama","Garamantes",30,44,36,40,44,"Underground canals turned the desert green."
ancient,WAF,"Kukiya","Proto-Songhai",26,34,30,26,36,"The river town the Songhai called their oldest home."
medieval,WE,"Ghent","Cloth Towns",40,72,56,46,46,"Cloth halls taller than the count's castle."
medieval,WE,"Aachen","Carolingian",36,46,64,66,58,"Charlemagne crowned a new West from his palace chapel."
medieval,WE,"Dublin","Viking",30,48,42,40,44,"A longphort of raiders turned river market."
medieval,SEU,"Toledo","Three Cultures",44,56,76,82,54,"Translators turned Arabic libraries into Europe's curriculum."
medieval,CEE,"Prague","Přemyslid",44,56,58,54,52,"Castle town rising over the Vltava ford."
medieval,CEE,"Vladimir","Golden Gate",40,46,58,50,56,"White stone churches of the northern princes."
medieval,CEE,"Cologne","Holy Roman",52,68,64,60,56,"Rhine tolls and the relics of the Magi."
medieval,CN,"Luoyang","Tang",76,68,78,76,70,"The eastern capital, Buddhist grottoes at its gates."
medieval,CN,"Quanzhou","Zayton",56,84,58,60,48,"Marco Polo swore no harbor was busier."
medieval,JK,"Gyeongju","Silla",60,62,82,72,58,"Tiled roofs to the horizon in the Silla capital."
medieval,JK,"Kaesong","Goryeo",50,60,64,62,52,"Goryeo's capital gave Korea its name abroad."
medieval,SAS,"Kannauj","Imperial Prize",56,58,62,64,60,"Three dynasties fought a century for it."
medieval,SAS,"Lahore","Ghaznavid",48,54,58,56,60,"Frontier capital where Persian verse took Indian root."
medieval,SEA,"Hanoi","Thang Long",52,54,60,62,58,"The rising dragon city of the Viet kings."
medieval,SEA,"Sri Ksetra","Pyu",36,42,56,48,38,"Walled Pyu city of stupas and silver coins."
medieval,MEC,"Nishapur","Khorasan",54,66,70,78,52,"Turquoise, verse, and Omar Khayyam."
medieval,NAF,"Kairouan","Aghlabid",42,54,70,74,52,"North Africa's first great mosque city."
medieval,NAF,"Marrakesh","Almoravid",54,62,68,62,72,"Desert warriors founded it; an empire answered to it."
medieval,NAF,"Sijilmasa","Gateway of the Sahara",38,74,44,42,40,"Where the gold caravans surfaced from the sands."
medieval,WAF,"Niani","Mali",42,60,48,42,58,"Sundiata's seat among the gold fields."
medieval,WAF,"Gao","River Kingdom",38,56,42,40,48,"Gold moved downstream, salt moved up."
medieval,WAF,"Igbo-Ukwu","Bronzes",26,52,68,44,28,"Bronze vessels of a sophistication no one expected."
medieval,NAM,"Moundville","Mississippian",30,36,42,38,42,"Second only to Cahokia among the mound towns."
medieval,NAM,"Mesa Verde","Cliff Palace",26,30,46,44,38,"Stone villages tucked beneath the canyon rim."
medieval,NAM,"Spiro","Caddoan",24,34,44,36,34,"A riverside center rich in engraved shell."
renaissance,WE,"Bruges","Burgundian",46,84,76,58,44,"Van Eyck painted for its bankers."
renaissance,WE,"Lyon","Banking Fair",48,76,68,70,48,"Fairs, presses, and Italian bankers north of the Alps."
renaissance,CEE,"Vienna","Habsburg Seat",48,60,66,62,68,"The dynasty's seat at Europe's eastern gate."
renaissance,CEE,"Augsburg","Fugger",44,86,70,66,48,"The Fuggers lent to emperors and collected kingdoms."
renaissance,CN,"Macau","Portuguese Enclave",30,68,50,46,38,"A sliver of Portugal on the China coast."
renaissance,JK,"Osaka","Castle Town",56,70,58,48,72,"Hideyoshi's castle anchored a merchant boom."
renaissance,JK,"Seoul","Hanyang",62,58,70,76,62,"King Sejong's scholars invented an alphabet here."
renaissance,JK,"Hakata","Port",38,66,48,44,40,"Japan's door to the continent."
renaissance,SAS,"Goa","Estado da Índia",44,80,58,52,64,"Golden Goa, Lisbon's eastern Rome."
renaissance,SEA,"Ayutthaya","Early",58,72,64,54,66,"An island court rising between three rivers."
renaissance,SEA,"Trowulan","Majapahit",60,68,66,58,70,"Majapahit's brick capital claimed the whole archipelago."
renaissance,SEA,"Hoi An","Faifo",32,64,48,40,34,"A Japanese bridge, a Chinese quarter, Cham silk."
renaissance,NAF,"Tlemcen","Zayyanid",42,62,64,66,48,"Scholars and Saharan gold at the Maghreb's hinge."
renaissance,NAF,"Tunis","Hafsid",50,66,62,60,56,"Corsair harbors and Ibn Khaldun's hometown."
renaissance,NAF,"Alexandria","Mamluk Port",44,62,48,46,40,"Still the spice gate to Venice."
renaissance,EAF,"Kilwa","Portuguese Era",38,60,52,48,42,"The gold trade slipped through Portuguese fingers here."
renaissance,EAF,"Mombasa","Swahili Wars",36,54,46,40,52,"Burned three times, rebuilt three times."
renaissance,EAF,"Harar","Walled City",34,52,62,58,50,"A hundred shrines inside one wall."
earlymodern,WE,"Edinburgh","Enlightenment",40,56,74,88,44,"Hume and Smith argued in its taverns."
earlymodern,WE,"Bordeaux","Atlantic",40,74,56,52,40,"Wine out, sugar in, fortunes either way."
earlymodern,SEU,"Rome","Baroque",58,62,90,72,52,"Bernini's colonnade embraced the pilgrim world."
earlymodern,SEU,"Lisbon","Pombaline",56,72,64,66,58,"Rebuilt on a grid after the quake that shook philosophy."
earlymodern,CEE,"Moscow","Tsardom",62,58,62,54,76,"Kremlin walls and domes like fire."
earlymodern,CEE,"Dresden","Augustan",42,58,76,62,46,"Porcelain and a prince who collected everything."
earlymodern,CEE,"Warsaw","Commonwealth",48,54,60,58,56,"An elective monarchy's unruly capital."
earlymodern,CN,"Suzhou","Qing",70,82,78,64,42,"Gardens and silk under the long Qing peace."
earlymodern,CN,"Yangzhou","Salt Trade",58,84,68,60,40,"Salt merchants bankrolled poets and pleasure boats."
earlymodern,CN,"Jingdezhen","Porcelain Capital",50,76,72,68,30,"A million kilns firing the world's china."
earlymodern,JK,"Kanazawa","Maeda",44,58,66,54,46,"The Maedas spent their rice on crafts, not wars."
earlymodern,SAS,"Lucknow","Nawabi",54,68,76,60,52,"Courtly Urdu and a refinement all its own."
earlymodern,SEA,"Manila","Galleon Trade",48,78,56,52,58,"Acapulco silver met Chinese silk twice a year."
earlymodern,SEA,"Makassar","Spice Entrepôt",40,70,46,44,52,"The free port the Dutch could not abide."
earlymodern,SEA,"Bangkok","Rattanakosin",46,56,54,46,58,"A new capital across the river from the ruins."
earlymodern,MEC,"Aleppo","Caravan City",52,76,58,54,48,"The Levant's warehouse between desert and sea."
earlymodern,MEC,"Shiraz","Zand",44,52,76,62,46,"Hafez's tomb and Karim Khan's gardens."
earlymodern,NAF,"Tunis","Corsair Regency",44,66,54,50,64,"Barbary cruisers paid the city's bills."
earlymodern,NAF,"Meknes","Ismail's Capital",46,52,56,44,74,"A sultan's megaproject of walls and stables."
earlymodern,WAF,"Ouidah","Atlantic Port",36,62,42,34,46,"Dahomey's port on the bitter Atlantic trade."
earlymodern,WAF,"Abomey","Dahomey",40,52,54,40,70,"Red clay palaces and an army of women."
earlymodern,WAF,"Katsina","Hausa Learning",42,56,52,62,52,"Kano's scholarly rival across the savanna."
earlymodern,EAF,"Zanzibar","Omani",42,70,52,44,54,"Cloves planted, dhows ascendant."
earlymodern,NAM,"Quebec","New France",34,48,52,50,58,"A fortress rock commanding the St. Lawrence."
earlymodern,NAM,"Charleston","Colonial",36,66,56,44,46,"Rice wealth and a harbor full of sails."
earlymodern,LAM,"Havana","Fleet Harbor",42,68,52,42,66,"The treasure fleets gathered under its guns."
earlymodern,LAM,"Salvador","Bahia",52,70,62,46,52,"Sugar capital of the Portuguese Atlantic."
industrial,WE,"Glasgow","Second City",60,80,56,72,58,"Clyde-built ships carried the century."
industrial,WE,"Liverpool","Gateway",54,78,54,52,50,"Gateway port of the Atlantic age."
industrial,SEU,"Milan","Industrial Triangle",62,76,72,68,54,"Italy's workshop behind La Scala's curtain."
industrial,SEU,"Naples","Risorgimento",70,56,68,56,48,"Europe's densest streets, singing through hardship."
industrial,SEU,"Barcelona","Eixample",56,70,68,62,46,"A gridiron expansion full of anarchist arguments."
industrial,SEU,"Rome","Capitale",56,52,72,60,52,"A new kingdom moved into very old rooms."
industrial,SEU,"Turin","Savoy",48,66,58,64,56,"The kingdom's engine room under the Alps."
industrial,CEE,"Budapest","Dual Monarchy",66,72,76,70,58,"Twin cities wed by bridges, booming on grain and rail."
industrial,CEE,"Warsaw","Congress",52,60,62,58,46,"Mills and martyrs under the tsar's eye."
industrial,CN,"Hankou","Treaty Port",62,74,52,54,44,"Tea bricks for Russia, steamers on the Yangtze."
industrial,JK,"Yokohama","Treaty Port",48,72,56,60,44,"A fishing village became Japan's front door."
industrial,JK,"Nagasaki","Meiji",42,60,50,64,52,"Shipyards where Dutch learning had lived."
industrial,JK,"Kobe","Foreign Settlement",40,62,46,50,40,"A trading post under Mount Rokkō."
industrial,SAS,"Hyderabad","Nizam",58,72,66,58,54,"The Nizam's diamonds were proverbial."
industrial,SEA,"Saigon","Cochinchina",44,62,52,46,48,"Boulevards and rubber money in the delta."
industrial,SEA,"Bangkok","Chulalongkorn",52,58,60,62,54,"A reforming king kept the empires offshore."
industrial,SEA,"Surabaya","Sugar Port",48,66,44,42,46,"The Indies' busiest harbor, sweet on sugar."
industrial,MEC,"Baku","Oil Boom",50,82,56,58,46,"Half the world's oil from one windy peninsula."
industrial,NAF,"Oran","Pied-Noir Port",40,52,44,40,44,"Wine and wheat through a contested harbor."
industrial,NAF,"Algiers","French Algeria",50,58,48,46,56,"A casbah above, a European city below."
industrial,NAF,"Tangier","Diplomatic",32,50,46,40,36,"Every consul kept a window on the strait."
industrial,WAF,"Saint-Louis","Signares",34,52,48,50,40,"Merchant queens and steamers at the river's mouth."
industrial,WAF,"Kumasi","Asante",44,58,56,48,68,"The Golden Stool's capital defied an empire."
industrial,EAF,"Addis Ababa","Menelik",40,44,50,42,66,"Menelik's new flower, armed and unconquered."
industrial,EAF,"Durban","Natal",38,56,42,44,46,"Sugar port of the Indian Ocean colony."
industrial,NAM,"Philadelphia","Workshop",72,80,64,74,58,"Locomotives, looms, and a centennial fair."
industrial,LAM,"Mexico City","Porfiriato",64,62,66,58,60,"Order, progress, and a boulevard dressed in French."
industrial,LAM,"Valparaíso","Pacific Entrepôt",40,68,50,48,42,"Every ship rounding the Horn called here."
industrial,LAM,"Montevideo","Beef Boom",38,62,48,46,40,"Hides, beef, and a harbor of immigrants."
early20,WE,"Amsterdam","Interwar",50,68,62,66,40,"Diamond cutters and a quiet empire of trade."
early20,WE,"Glasgow","Red Clydeside",56,68,52,62,56,"Built the liners, argued the politics."
early20,WE,"Dublin","Rising",36,42,68,56,40,"Joyce wrote it; Easter 1916 remade it."
early20,SEU,"Milan","Futurist",54,66,68,62,52,"Marinetti declared war on the past here."
early20,SEU,"Lisbon","Neutral Harbor",48,52,58,52,42,"Every spy in Europe changed trains here."
early20,SEU,"Athens","Refugee City",52,44,60,54,46,"Doubled overnight by Smyrna's survivors."
early20,CEE,"Prague","First Republic",52,60,72,70,50,"Čapek coined robots; Kafka clerked nearby."
early20,CN,"Guangzhou","Republican Cradle",58,60,56,54,56,"Sun Yat-sen's base for a new China."
early20,JK,"Kyoto","Taishō",56,52,78,64,38,"The old capital kept its looms and its calm."
early20,JK,"Seoul","Colonial",50,46,52,50,40,"A proud capital under another's flag."
early20,JK,"Nagoya","Aircraft Works",50,60,44,54,52,"Castle town turned arsenal."
early20,SAS,"Karachi","Port City",46,56,46,48,42,"The Raj's newest great port."
early20,SEA,"Batavia","Late Colonial",54,62,52,56,50,"Oil and rubber paid for the white verandas."
early20,SEA,"Manila","Commonwealth",52,58,62,60,48,"America's showcase in Asia, jazz included."
early20,SEA,"Hanoi","French Indochina",44,48,58,56,42,"An opera house in the tropics."
early20,NAF,"Alexandria","Cavafy's",54,68,76,60,42,"Cavafy's poems and cotton fortunes by the sea."
early20,NAF,"Tangier","International Zone",34,56,58,44,32,"A free-for-all of currencies, spies, and writers."
early20,NAF,"Tripoli","Italian Libya",38,42,40,38,48,"A colonial showcase on the fourth shore."
early20,WAF,"Accra","Gold Coast",42,52,54,52,42,"Cocoa money built the schools that built independence."
early20,WAF,"Bamako","Rail Terminus",34,42,44,40,38,"Railhead on the Niger."
early20,EAF,"Nairobi","Settler Railway",38,50,44,46,44,"A rail depot at mile 327 became a capital."
early20,EAF,"Mombasa","Port Colony",40,54,46,42,44,"The Uganda Railway started here."
early20,EAF,"Khartoum","Condominium",42,46,44,48,52,"Two flags flew over Gordon's old ground."
early20,NAM,"Detroit","Motor City",68,84,58,72,60,"The assembly line started here and remade the world."
early20,NAM,"Pittsburgh","Steel",56,80,48,64,56,"Carnegie's furnaces lit the night sky."
early20,LAM,"Rio de Janeiro","Republic Capital",62,64,76,56,52,"Samba on the hills, a capital dressed for carnival."
early20,LAM,"São Paulo","Coffee Boom",58,76,58,56,44,"Coffee money industrialized it almost overnight."
postwar,WE,"Amsterdam","Provo",52,68,72,66,42,"Bicycles, canals, and cheerful anarchy."
postwar,WE,"Liverpool","Merseybeat",48,52,78,46,40,"Four lads who shook the world."
postwar,WE,"Manchester","Madchester",46,52,72,50,38,"Factory Records and two cathedrals of football."
postwar,SEU,"Barcelona","Olympic",58,66,78,62,46,"The Games turned its face back to the sea."
postwar,SEU,"Madrid","Movida",62,60,76,58,48,"All-night freedom after a long gray sleep."
postwar,SEU,"Athens","Concrete Boom",58,50,58,50,42,"Apartment blocks ate the orange groves."
postwar,CEE,"Prague","Spring",50,48,68,60,42,"Tanks answered the question of 1968."
postwar,CEE,"Warsaw","Rebuilt",54,46,58,54,48,"Raised from rubble brick by numbered brick."
postwar,CN,"Shanghai","State Industry",78,62,58,62,58,"Heavy industry behind a quiet Bund."
postwar,CN,"Guangzhou","Canton Fair",62,68,52,52,50,"One trade fair kept the door ajar."
postwar,JK,"Nagoya","Toyota",62,76,46,62,46,"Just-in-time was invented in its suburbs."
postwar,JK,"Busan","Miracle Port",56,64,48,52,50,"War refuge turned container giant."
postwar,SAS,"Karachi","New Nation",70,62,54,52,56,"A new country's first capital, outgrowing every plan."
postwar,SAS,"Calcutta","Resilient",80,56,74,64,50,"Crisis after crisis, and still the poets published."
postwar,SAS,"Dhaka","Liberation",64,42,52,46,44,"A language movement became a nation."
postwar,SEA,"Kuala Lumpur","Merdeka",52,62,50,52,48,"Tin and rubber paid for independence."
postwar,NAF,"Casablanca","Boom City",58,64,50,46,44,"The port outgrew everything around it."
postwar,NAF,"Tunis","Bourguiba",46,50,56,56,44,"A schoolteacher's republic."
postwar,NAF,"Tripoli","Oil Kingdom",44,58,42,40,46,"A quiet capital, suddenly rich."
postwar,WAF,"Dakar","Senghor",48,46,62,56,44,"A poet ran the country from here."
postwar,EAF,"Addis Ababa","OAU",52,42,54,48,56,"Africa's diplomatic capital from day one."
postwar,EAF,"Kampala","Makerere",42,40,48,52,42,"Its university taught half the continent's first cabinets."
postwar,EAF,"Mogadishu","Ocean Modern",40,40,46,42,44,"A white city on the ocean, before the storm."
postwar,LAM,"Buenos Aires","Peronist",80,62,76,64,56,"Evita on the balcony, tango on the radio."
postwar,LAM,"Havana","Revolutionary",52,42,68,58,54,"1959 echoed across three continents."
postwar,LAM,"Brasília","Planned Capital",50,52,66,60,48,"A capital invented on an empty plateau in four years."
contemporary,WE,"Dublin","Tech Docklands",48,82,62,70,36,"Half the internet's European headquarters."
contemporary,WE,"Brussels","EU Capital",50,64,58,62,40,"An acronym empire's reluctant capital."
contemporary,SEU,"Barcelona","Global Destination",62,70,82,68,44,"The city that became too popular for itself."
contemporary,SEU,"Rome","Eterna",66,60,78,62,50,"Twenty-eight centuries and counting."
contemporary,SEU,"Lisbon","Atlantic Revival",52,62,70,62,38,"Tiles, hills, and half the world's laptops."
contemporary,CEE,"Warsaw","EU Boom",58,72,58,64,52,"The fastest-growing skyline between Berlin and Moscow."
contemporary,CN,"Hong Kong","Handover",70,88,76,74,52,"One country, two systems, seven million stories."
contemporary,CN,"Hangzhou","E-Commerce",72,84,62,74,50,"Alibaba's hometown by the West Lake."
contemporary,JK,"Fukuoka","Startup Coast",56,60,58,60,42,"Ramen, startups, and an open harbor."
contemporary,JK,"Busan","Film Port",58,62,66,56,46,"Asia's film festival above container cranes."
contemporary,SAS,"Hyderabad","Cyberabad",74,76,60,80,52,"Biryani and biotech in the Nizam's old city."
contemporary,SAS,"Dhaka","Garment Giant",88,62,54,48,50,"Twenty million people sewing the world's wardrobe."
contemporary,SEA,"Ho Chi Minh City","Đổi Mới",80,72,62,58,54,"Motorbike rivers and a startup hum."
contemporary,SEA,"Kuala Lumpur","Twin Towers",62,74,56,60,48,"Twin towers announced a tiger's arrival."
contemporary,NAF,"Marrakesh","Tourism Jewel",48,62,68,46,40,"Riads, souks, and seven million visitors a year."
contemporary,NAF,"Tunis","Arab Spring",50,48,58,56,46,"Where the spring began."
contemporary,NAF,"Algiers","Hydrocarbon",56,62,48,50,56,"Gas money and a long memory."
contemporary,WAF,"Abidjan","Returned",60,62,60,52,48,"The francophone boomtown, back on its feet."
contemporary,WAF,"Dakar","Culture Hub",54,52,68,58,48,"Biennales and breakbeats at the continent's western tip."
contemporary,WAF,"Kinshasa","Megacity",88,48,72,42,46,"Fifteen million people inventing genres weekly."
contemporary,EAF,"Cape Town","Design Capital",62,68,76,64,46,"Table Mountain over a creative boom."
contemporary,LAM,"Medellín","Transformed",58,60,64,58,44,"Cable cars up the hillsides changed the story."
contemporary,LAM,"Lima","Gastronomy",74,62,72,54,46,"The world flies in for dinner."
